episode,reward,best_fitness,reward_ma10,best_fitness_ma10
45,15.395254209134647,2.103382748667277e-06,20.60193798138565,1.8850833551349188e-05
46,25.189670808629202,4.675582003677613e-10,20.792856499236695,1.8850735648976446e-05
47,29.562442933846523,5.131207657701788e-12,20.954112153300695,1.8850731475606347e-05
48,34.41799470048586,4.7221344574055416e-14,20.992352681091226,1.8850731471174813e-05
49,25.05150735973991,6.023817079289059e-10,21.04252566565849,1.885068927759757e-05
50,33.888613897184015,8.911980933400131e-14,23.0851742994894,1.563523471147796e-05
51,26.95202769925387,9.429158967617866e-11,23.911843694266487,1.5606940138455776e-05
52,28.71469302569442,1.4554948976594438e-11,24.92376923184448,1.5570397491097673e-05
53,27.566659678598334,3.2255263736991307e-11,25.881170295432735,1.548349884566081e-05
54,29.371960124617313,6.531701586012531e-12,27.611082443718413,2.1046055896283612e-07
55,29.15083879161532,7.907993444997997e-12,28.986640901966478,1.2307489545290518e-10
56,20.821596255083882,4.1060719616253976e-08,28.549833446611945,4.182391037041526e-09
57,27.792193885160078,5.591073946315262e-11,28.372808541743304,4.187468990222072e-09
58,12.163258521476614,0.0002417252216388468,26.14733492384238,2.4176709628152766e-05
59,16.171577115764435,4.976461444461747e-06,25.25934189944483,2.467429553442815e-05
60,30.65872573084479,1.6743621536379282e-12,24.936353082810907,2.4674295692952384e-05
61,29.7476475689676,8.108511344894462e-12,25.215915069782277,2.4674287074644555e-05
62,27.400825903983478,6.736372315491082e-11,25.084528357611184,2.467429235552197e-05
63,26.889696973867025,9.15560326630392e-11,25.016832087138052,2.4674298285598866e-05
64,26.202237259128307,2.92027542146289e-10,24.699859800589152,2.4674326835182915e-05
65,18.327291060284683,5.191710004006935e-07,23.61750502745609,2.472624314442364e-05
66,33.12686957535538,2.1688517495700154e-13,24.84803235948324,2.472213709415053e-05
67,31.23717927568364,1.4834535181424703e-12,25.192530898535598,2.472213165142194e-05
68,24.906820338117658,7.233464078020764e-10,26.4668870801997,5.496818221780399e-07
69,24.034014272063324,2.499769558936438e-09,27.253130795829588,5.228565468775879e-08
70,18.77919396321631,3.971055128023194e-07,26.06517761906674,9.199603853177536e-08
71,20.741313139520752,5.349970128254996e-08,25.164544176122053,9.734519780889587e-08
72,16.88035093108195,1.433732058171409e-06,24.112496678831903,2.4071166725372126e-07
73,27.558937322600766,5.420125851231188e-11,24.179420713705277,2.407079317763062e-07
74,27.947209949466647,2.93956106851423e-11,24.353917982739112,2.4068166858316013e-07
75,20.171703514527934,4.614146607123018e-08,24.538359228163436,1.9337871515021377e-07
76,19.387795812636114,1.943256682274081e-07,23.164451851891506,2.1281126028443705e-07
77,27.238651110528746,5.964135174318123e-11,22.76459903537602,2.1281707607425954e-07
78,13.275787971884474,6.404052623701752e-05,21.6014957987527,6.616797365135231e-06
79,19.407558512224462,1.4630372026285473e-07,21.138850222768816,6.631177760205623e-06
80,18.6668916051474,4.6781712008653394e-07,21.127619986961925,6.638248920934045e-06
81,27.129330860981387,8.37775764715847e-11,21.76642175910799,6.632907328563438e-06
82,27.14899231619513,8.507144916148194e-11,22.793285897619306,6.4895426298912115e-06
83,26.589871921138748,1.2850346514854153e-10,22.696379357473102,6.489550060111876e-06
84,33.36198338556123,2.3303972671927135e-13,23.237856701082563,6.48954714385478e-06
85,37.363756221721246,1.7239770126371632e-15,24.9570619718019,6.484932997420055e-06
86,29.52358360315944,7.858882045751568e-12,25.970640750854226,6.465501216485516e-06
87,34.96115887434331,4.740879635269826e-14,26.742891527235678,6.465495257091224e-06
88,21.244984791276437,2.6238157768560887e-08,27.53981120917488,6.40664491663277e-08
89,27.553799043859634,3.179234686313952e-11,28.35443526233839,4.943925637472855e-08
90,31.320617654821145,1.058865285210443e-12,29.61980786730577,2.6576502526036675e-09
91,28.64903024821531,2.7322321822106336e-11,29.77177780602916,2.6520047271387203e-09
92,27.76221267114199,5.443174566501872e-11,29.833099841523847,2.6489407567890737e-09
93,29.037287431493308,9.002207163696874e-12,30.077841392559304,2.636990630990589e-09
94,26.411402116185698,1.4715975219116082e-10,29.382783265621754,2.6516833022370334e-09
95,26.96093938054669,1.3536406756045063e-10,28.342501581504298,2.6652195365953776e-09
96,27.133391715555987,5.666851990714217e-11,28.10348239274395,2.6701005003815167e-09
97,32.94172346545936,3.382672505886558e-13,27.901538851855555,2.67012958622694e-09
98,25.13371404382864,4.5979219068526765e-10,28.29041177711078,9.229302843937818e-11
99,28.081399920881143,3.304682510744907e-11,28.343171864812927,9.241847626380913e-11
100,25.371578533577342,4.1210846297594035e-10,27.748267952688547,1.3352343603288215e-10
101,27.335476173535856,7.23635315210937e-11,27.616912545220607,1.3802755700278087e-10
102,25.845342094097337,4.715172946594533e-10,27.425225487516137,1.7973611190222433e-10
103,20.908251348423185,4.7303293720807986e-08,26.612321879209123,4.909165263266654e-09
104,13.194671430239822,9.855447239685172e-05,25.290648810614538,9.86034168897322e-06
105,18.604676822668132,3.1032259495633247e-07,24.45502255482668,9.891360412062097e-06
106,26.782389469494635,1.0820911364851931e-10,24.419922330220544,9.891365566121473e-06
107,31.04264582638143,1.6385819665777559e-12,24.230014566312754,9.891365696152944e-06
108,27.78710346488963,5.21490166535981e-11,24.49535350841885,9.89132493183554e-06
109,32.19098764609022,5.955385835715678e-13,24.906312280939762,9.891321686706887e-06
110,28.204048604925177,2.1601229688017908e-11,25.18955928807454,9.891282635983559e-06
111,26.173290944684428,1.1727527236533015e-10,25.073340765189396,9.891287127157642e-06
112,15.856351087615241,6.9402936244943225e-06,24.07444166454119,1.0585269337877608e-05
113,33.83849141130368,1.422355525330759e-13,25.36746567082924,1.0580539022729082e-05
114,27.873047980221457,4.7235269222266254e-11,26.835303325827407,7.250965065708334e-07
115,16.808819276915983,2.3212818751788473e-06,26.655717571252183,9.261924345930851e-07
116,10.86411778759611,0.0010376390874317458,25.063890403062334,0.0001046900903568563
117,21.427079291667475,1.2661252941813877e-08,24.102333749590937,0.0001046913563182923
118,24.439192212625816,1.0498999239083475e-09,23.76754262436456,0.00010469145609338301
119,30.672046162774592,1.9740012682397443e-12,23.615648476032995,0.0001046914562312293
120,29.29604680011896,7.416755839077261e-12,23.724848295552373,0.00010469145481278187
121,30.049786767581057,5.8011809764687556e-12,24.11249787784204,0.00010469144366537277
122,22.28896622122692,1.0797771383063576e-08,24.755759391203206,0.00010399849408006162
123,27.373315148507835,7.676176344257657e-11,24.109241764923617,0.00010399850174201441
124,22.068649509622475,5.754300721400325e-09,23.528801917863724,0.00010399907244855962
125,19.812158949999695,1.6113590837205634e-07,23.82913588517209,0.00010378305785187897
126,33.237976627671664,1.114756170840209e-13,26.06652176917965,1.914911985193859e-08
127,24.361147680306516,1.571626494398603e-09,26.35992860804355,1.8040157207197062e-08
128,19.65065857292592,1.7788288840828102e-07,25.881075244073564,3.572345605563433e-08
129,14.35922969501709,2.6492596114319043e-05,24.249793597297813,2.6849828700874117e-06
130,13.952766238568595,5.045335336046044e-05,22.715465541142773,7.730317464457871e-06
131,15.951888522261225,2.3638565528443685e-06,21.305675716610793,7.966702539624211e-06
132,21.947611820284568,1.0782886562162249e-08,21.271540276516557,7.96670105114212e-06
133,31.04636667294365,1.042648197091226e-12,21.638845428960146,7.966693479230598e-06
134,28.23963714387827,2.3523721452371702e-11,22.255944192385716,7.966120401530603e-06
135,32.553355393267665,2.8696564876517177e-13,23.530063836712515,7.950006839389962e-06
136,33.996233449787994,5.2805178120712185e-14,23.60588951892415,7.950006833522917e-06
137,24.364144905823338,1.2479932512156905e-09,23.606189241475832,7.9499744701986e-06
138,24.28534525649412,1.3851262728441361e-09,24.06965790983265,7.932324693985057e-06
139,31.479827066076705,7.986566007838994e-13,25.781717646938613,5.28306516241881e-06
140,19.87649846033171,1.0696902114731692e-07,26.374090869114923,2.4842672848749843e-07
141,21.35846923101925,2.853248492827932e-08,26.914748939990726,1.4894321695889545e-08
142,24.718935626416403,8.518430840913824e-10,27.191881320603915,1.390121734808246e-08
143,24.814266867097132,3.2270183693642303e-10,26.56867134001926,1.3933383266956389e-08
144,30.534452958859298,2.122544840476545e-12,26.798152921517364,1.39312431492952e-08
145,27.296920139748764,9.639494079615157e-11,26.272509396165468,1.3940853946809941e-08
146,24.534739845147143,1.127704546609631e-09,25.32636003570139,1.4053619120953093e-08
147,30.74603618798253,2.180880116040445e-12,25.964549163917308,1.3929037883843123e-08
148,24.71268176596577,1.2444866951361719e-09,26.00728281486447,1.3914973926072332e-08
149,32.23689838508066,5.279101172687659e-13,26.082989946764865,1.3914946851423976e-08
150,36.05157392836704,8.88501184968933e-15,27.7004974935684,3.2180456251934713e-09
151,33.283771378293665,2.06673249044823e-13,28.89302770829584,3.64817799690444e-10
152,33.46914028101748,1.1493957808427574e-13,29.768048173755943,2.7964498523911424e-10
153,35.66411571320576,2.0296751454916164e-14,30.853033058366815,2.4737683122061736e-10
154,31.44985917598001,8.947560676512457e-13,30.944573680078882,2.472540523433349e-10
155,28.87075752196787,1.1625231625120414e-11,31.101957418300792,2.3877708142623174e-10
156,20.87990064593736,4.622085206224219e-08,30.73647349837981,4.748091832989487e-09
157,20.195317203490262,5.993776442411386e-08,29.68140159993059,1.0741650187389271e-08
158,21.22787107843683,3.295268191674626e-08,29.332920531177688,1.3912469709550278e-08
159,27.824516034285885,2.4158346181330743e-11,28.891682296098214,1.3914832753156685e-08
160,27.044284018431796,1.1847714804553505e-10,27.99095330510469,1.3926679579460052e-08
161,29.699211329157382,5.535585045124494e-12,27.63249730019107,1.392721247063966e-08
162,36.274623680339225,1.42500398271114e-14,27.913045640123237,1.3927202401685835e-08
163,37.34981302054398,3.007452672137207e-15,28.081615370857058,1.3927200672755959e-08
164,35.20802499790439,3.1047098508010977e-14,28.457431953049497,1.3927114301859043e-08
165,32.62913654604404,4.66150017591397e-13,28.833269855457115,1.3925998393698291e-08
166,30.76328241887008,2.2103843961817006e-12,29.821608032750383,9.304134225913689e-09
167,31.640039718677517,6.4720098927856e-13,30.96608028426911,3.31042250360123e-09
168,36.496453933910466,7.578127486347813e-15,32.492938569816474,1.5155069739353554e-11
169,39.418408213724554,3.225899550609811e-16,33.65232778776034,1.2739267380215987e-11
170,38.93435491534992,3.4878609407900347e-16,34.841334877452155,8.9158745427189e-13
171,34.09141044838402,9.435714453308188e-14,35.28055478937482,3.4746466421274873e-13
172,31.721659559935222,6.391450415798893e-13,34.825258377334414,4.0995416438802643e-13
173,31.09496570661676,1.405848118909887e-12,34.1997736459417,5.502382310118014e-13
174,28.168119774378365,3.6510671727868524e-11,33.4957831235891,4.198200693947852e-12
175,36.99018549647487,5.128808062480358e-15,33.93188801863217,4.1520985729949615e-12
176,30.488725833118302,3.6525799933952946e-12,33.904432360056994,4.296318132716321e-12
177,27.335601600433797,6.151870909522592e-11,33.473988548232626,1.0383468943311055e-11
178,33.71189920974323,1.1315115409945154e-13,33.1955330758159,1.0394026245972367e-11
179,29.4011785542572,7.293275580899694e-12,32.193810109869176,1.112332154506683e-11
180,30.45635977124318,1.484168340770341e-12,31.346010595458495,1.1271703500534457e-11
181,23.78491503728181,1.7669722896178291e-09,30.315361054348273,1.8795949674786408e-10
182,35.96668409289694,1.1786537133732135e-14,30.73986350764444,1.8789676089741947e-10
183,35.661286906970346,1.707676532956447e-14,31.19649562767981,1.8775788376206144e-10
184,29.09485919675833,6.6034402731484036e-12,31.2891695699178,1.847671606165894e-10
185,34.80814699658175,3.236890822538096e-14,31.070965719928484,1.847698846266057e-10
186,32.497459677689996,2.929053769571092e-13,31.271839104385656,1.8443391716496187e-10
187,32.597129430183784,5.343817259692463e-13,31.797991887360656,1.783354844280362e-10
188,29.093134660612048,1.8744842412136738e-11,31.336115432447542,1.8019865355383994e-10
189,29.549793117374655,7.79075279773671e-12,31.350976888759284,1.8024840127552362e-10
190,33.242415878993725,1.5413875834671959e-13,31.629582499534337,1.8011539831728127e-10
191,35.664109792640204,1.2773739044776415e-14,32.81750197507018,3.419446729402838e-12
192,35.45424711621604,1.3764732827339555e-14,32.76625827740209,3.4196445489721994e-12
193,14.12787111158256,3.1667384337313474e-05,30.612916697863312,3.16674185166822e-06
194,18.600391686612028,4.587548352459806e-07,29.56346994684868,3.2126166748487906e-06
195,15.337697063442002,1.019959712339646e-05,27.61642495353471,4.232576383951545e-06
196,15.892055961292597,6.129822577530263e-06,25.955884581894964,4.845558612414034e-06
197,24.7490514183604,8.010226302242619e-10,25.171076780712625,4.845638661238884e-06
198,35.822360152226565,1.4838087828293465e-14,25.843999329874077,4.8456367882384515e-06
199,31.586516547761374,5.641384455338064e-13,26.04767167291275,4.845636065577016e-06
200,36.26122408869315,8.331532056661168e-15,26.349552493882687,4.845636050996293e-06
201,36.602056765452915,5.2392169535421556e-15,26.443347191163962,4.845636050242842e-06
202,34.13293466488454,7.091798434062062e-14,26.311215946030806,4.845636055958167e-06
203,35.88176782491879,1.3430585085941121e-14,28.48660561736444,1.6788976235698781e-06
204,35.67128622082137,1.2814914425166021e-14,30.193695070785374,1.633022141326771e-06
205,36.153136755828854,9.77774241207487e-15,32.275239040024054,6.130624299648997e-07
206,35.564208390237816,2.4746041602398807e-14,34.24245428291857,8.017468647745004e-11
207,36.781312714890035,4.500076606827755e-15,35.44568041257154,7.287346268453323e-14
208,36.89326395014248,3.980935161698764e-15,35.55277079236313,7.178774741787376e-14
209,36.92926320503686,5.06845631573591e-15,36.087045458090685,1.5880748496066716e-14
210,38.765022291644954,5.706413899626315e-16,36.337425278385865,1.5104659429396867e-14
211,36.13425358015185,1.1982823271273955e-14,36.290644959855754,1.5779020061170045e-14
212,37.48787535985814,2.8164938107097483e-15,36.62613902935312,8.968871008178959e-15
213,37.1689850183201,2.8708328184214144e-15,36.75486074869325,7.912895781426988e-15
214,37.46573595083995,2.8037011386827817e-15,36.9343057216951,6.911774452778663e-15
215,32.90678109459067,1.263065906883836e-13,36.60967015557129,1.8564659280409538e-14
216,27.98667804898749,1.3213076472625224e-11,35.85191712144625,1.3373977023826922e-12
217,27.951527103019377,3.187137435689892e-11,34.96893856025919,4.5240851304119014e-12
218,27.824871245018883,3.8889095782482605e-11,34.062099289746826,8.412596615143993e-12
219,30.383455835930157,3.6364531707546366e-12,33.40751855283615,8.775735086587881e-12
220,32.58885941192831,2.42874754987274e-13,32.78990226486449,8.799965497947614e-12
221,26.393420526754298,1.437084062969791e-10,31.815818959524734,2.3169607845318394e-11
222,25.434119914889266,4.182540304632546e-10,30.610443415027852,6.499472924226278e-11
223,28.559207929089997,2.0589450920275004e-11,29.749465706104843,6.705338725100845e-11
224,33.71043456428667,1.5307413042087261e-13,29.373935567449514,6.706841429393668e-11
225,28.484572424496967,1.9611793087156443e-11,28.931714700440143,6.901696294358346e-11
226,36.10725026006742,1.4038529932947642e-14,29.74377192154813,6.769705914931424e-11
227,35.79942488368391,1.1474812600047693e-14,30.528561699614585,6.451106919488434e-11
228,33.9000594075315,1.0295177500423851e-13,31.13608051586585,6.063245479413651e-11
229,35.49882926226309,2.4595048039103796e-14,31.647617858499142,6.027126898186495e-11
230,38.34082554958057,1.043326127687277e-15,32.222814472264375,6.0247085838979e-11
231,37.71773655794301,1.7773611567557515e-15,33.35524607538324,4.587642294539677e-11
232,35.031788700552426,2.2342241672469966e-14,34.315012953949555,4.053254123238557e-12
233,37.37608760980806,1.928550530768278e-15,35.19670092202136,1.9945018862641335e-12
234,36.54067911752122,8.64141343094401e-15,35.47972537734482,1.980058614565141e-12
235,37.047275944512045,1.9992720588707766e-15,36.33599572934632,1.907923305538337e-14
236,35.44858722021069,1.22980708051983e-14,36.27012942536065,1.8905187142608435e-14
237,37.29099129966132,4.011266582852961e-15,36.41928606695839,1.8158832540888965e-14
238,32.1236256544549,3.937851844287032e-13,36.24164269165073,4.724217348333543e-14
239,33.117882161389815,3.3578763231676145e-13,36.00354798156341,7.836143191110121e-14
240,30.72377826295021,1.3811660075186551e-12,35.24184325290037,2.16373700050198e-13
241,35.64425851537989,1.697373571925297e-14,35.03449544864405,2.1789333750644766e-13
242,37.21403540500051,3.673977101098535e-15,35.25272011908886,2.1602651104931056e-13
243,16.66097467704259,2.8858335041624024e-06,33.18120882581232,2.8858356624989624e-07
244,33.93592505508161,1.043668330632751e-13,32.92073341956836,2.885835758224382e-07
245,37.69228527344579,1.690439058219609e-15,32.98523435246174,2.8858357579155484e-07
246,36.53132146472793,7.492505332417616e-15,33.093507776913455,2.885835753109983e-07
247,39.372269393709075,4.443958231914509e-16,33.30163558631823,2.8858357495431126e-07
248,37.08684178233457,3.90770196210411e-15,33.79795719910619,2.88583535966563e-07
249,35.95887884541902,1.0837037044456134e-14,34.08205686750912,2.885835034715035e-07
250,38.152171402178915,1.2768490051398323e-15,34.82489618143199,2.885833654825876e-07
251,35.784700229700505,1.1922628971465536e-14,34.83894035286405,2.88583364977477e-07
252,37.09825824111947,3.320929638455308e-15,34.82736263647595,2.885833649421722e-07
253,37.67022928616648,2.5802800122487373e-15,36.92828809738834,1.478395999109734e-14
254,38.30249185379985,1.4640039346857342e-15,37.36494477726016,4.493677078238408e-15
255,37.302896363137606,2.6865190058112664e-15,37.32600588622934,4.593285072997572e-15
256,36.51655148097475,5.625385139846344e-15,37.32452888785402,4.406573053740446e-15
257,36.12414373571464,6.8100267940828235e-15,36.99971632205458,5.043136150829582e-15
258,38.693103731563134,6.174447915128711e-16,37.160342516977444,4.71411043377046e-15
259,40.321467152199475,1.6633524515595442e-16,37.596601347655486,3.647040253840441e-15
260,32.34645369674981,4.0625766487266746e-13,37.01602957711257,4.4145121840593205e-14
261,36.06720120612711,1.3081066067835522e-14,37.04427967475523,4.42609655502302e-14
262,35.43199118708745,1.9247063508299844e-14,36.87765296935203,4.585357893721465e-14
263,32.300976414204555,5.929511168359879e-13,36.340727682155844,1.0489066261958857e-13
264,36.9039697058454,2.993369458849519e-15,36.20087546736039,1.0504359917200494e-13
265,36.96413877589844,4.191316623519715e-15,36.166999708636475,1.0519407893377578e-13
266,34.2312110165001,5.812166895336988e-14,35.93846566218901,1.1044370731512815e-13
267,38.2722048741042,9.237376759987176e-16,36.153271776027964,1.0985507840331973e-13
268,38.477823550902706,5.864727050019975e-16,36.13174375796193,1.0985198119466865e-13
269,38.62309317510374,5.802644272422382e-16,35.96190636025235,1.0989337411287727e-13
270,38.898531991549405,8.675785547822953e-16,36.61711418973231,6.935436548108877e-14
271,38.571264615053515,4.3112620649550353e-16,36.86752053062495,6.808937149495477e-14
272,37.698012094230016,2.428584663254446e-15,37.0941226213392,6.640752361045023e-14
273,37.24806284930475,3.626494837815681e-15,37.588831264849226,7.475061410632999e-15
274,39.91807984755848,2.7488652980994364e-16,37.89024227902053,7.203213117729042e-15
275,38.014753724332834,1.4402099815677991e-15,37.995303773863974,6.9281024535338494e-15
276,39.34109159423544,3.7831634079061846e-16,38.506291831637505,1.1537671922759238e-15
277,38.34274919555757,1.533990807305889e-15,38.51334626378285,1.2147925054066411e-15
278,40.50456624694561,8.101228392101736e-17,38.71602053338714,1.1642464632985432e-15
279,40.736977531902,9.310201824227988e-17,38.92740896906696,1.1155302223985475e-15
280,39.146483812940524,3.0409343297831496e-16,38.952204151206075,1.0591817102181493e-15
281,39.33789561301376,5.719178533258907e-16,39.0288672510021,1.073260874901188e-15
282,38.68112789876931,9.7927361688401e-16,39.12717883145602,9.283297702641444e-16
283,34.8084398432545,3.3943778264601467e-14,38.88321653085101,3.960058112942723e-15
284,36.292659002533,1.1391019551019644e-14,38.52067444634846,5.071671415063694e-15
285,36.7252374771749,7.414414533496492e-15,38.39172282163266,5.669091870256563e-15
286,31.6108953797898,1.2953897834141017e-12,37.6187032001881,1.3517023857758766e-13
287,25.340824193742097,6.020194841018777e-10,36.31851070000654,6.033696524968463e-11
288,37.20024708906154,3.48855386809911e-15,35.98807878421814,6.033730600384305e-11
289,35.77601143226988,8.098835360573188e-15,35.49198217425493,6.033810657717728e-11
290,37.10416533344412,4.609845161795492e-15,35.2877503263053,6.033853715235016e-11
291,37.96868757294941,1.966541454729005e-15,35.150829522298864,6.033867661471031e-11
292,38.009345751848144,1.5818932109011722e-15,35.083651307606736,6.033873687666971e-11
293,36.22368194920367,9.856432604197406e-15,35.22517551820167,6.033632814210367e-11
294,38.27857726938879,1.78252957393329e-15,35.42376734488724,6.033536729310595e-11
295,37.35090366187268,3.651753416514499e-15,35.48633396335701,6.033499102699426e-11
296,38.196147558908876,1.0462577717921446e-15,36.14485918126892,6.020555667443003e-11
297,34.42604719786323,6.221000076721743e-14,37.05338148168103,9.829264318975274e-15
298,38.55702999355343,7.168134614837471e-16,37.18905977213022,9.552090278313737e-15
299,37.87687884989439,1.839252809807206e-15,37.399146513892674,8.92613202323714e-15
300,36.87034327960507,5.061292134354036e-15,37.37576430850878,8.971276720492995e-15
301,35.001640897375005,1.4904387166366547e-14,37.07905964095133,1.0265061291656748e-14
302,34.81165966200612,2.1350943397370795e-14,36.75929103196712,1.224196631030371e-14
303,36.83091244329148,4.82193050923348e-15,36.8200140813759,1.1738516100807318e-14
304,19.92267526436641,7.222660950918201e-08,34.98442388087368,7.222672511181344e-09
305,35.330121966033275,2.845443972806066e-14,34.78234571128973,7.222674991449975e-09
306,36.852030296663614,3.808927067810104e-15,34.6479339850652,7.2226752677169045e-09
307,17.02933329218439,2.2930218568029876e-06,32.908262594497316,2.365248547270156e-07
308,37.45428684286071,2.352209617232984e-15,32.797988279428054,2.365248548905552e-07
309,39.025785936058035,3.6797383704689096e-16,32.912878988044405,2.3652485474342735e-07
310,39.12135961105883,5.122042616355675e-16,33.13798062118978,2.3652485428851854e-07
311,38.306612084352416,5.625039749598949e-16,33.46847773988753,2.3652485285433022e-07
312,29.984835579125637,4.073240184202514e-12,32.985795331599476,2.3652525804325428e-07
313,38.767764177453515,9.89671192899466e-16,33.17948050501568,2.3652525766002836e-07
314,37.97076897325243,1.9925998186677466e-15,34.98428987590429,2.293025969083701e-07
315,37.48930791081641,2.0812487130528813e-15,35.200208470382606,2.2930259427105105e-07
316,37.91303232676634,1.7432745239888255e-15,35.30630867339287,2.2930259406448584e-07
317,36.85814584337468,8.417953506032127e-15,37.2891899285119,4.092259823648031e-13
318,38.78216315077007,4.3513042861986976e-16,37.421977559302846,4.0903427444594173e-13
319,39.54924798758026,2.1091812598350945e-16,37.47432376445506,4.0901856887483545e-13
320,37.44705694324414,3.3500141057006815e-15,37.30689349767359,4.093023498592419e-13
321,37.13701551105862,4.987076630880374e-15,37.18993384034421,4.0974480712483405e-13
322,36.756591375768224,5.7352011460775505e-15,37.86710942000847,2.9943088191903035e-15
323,32.26704154921552,5.041225169077682e-13,37.21703715718466,5.330759339067718e-14
324,36.128225786896905,1.1419460546265953e-14,37.03278283854911,5.4250279463437003e-14
325,35.28569346108827,1.5616025991380407e-14,36.8124213935763,5.5603757191269755e-14
326,36.008019457663124,5.930122809160023e-15,36.62192010666598,5.6022442019786884e-14
327,38.937887602807855,9.455113509206117e-16,36.8298942826093,5.527519780427571e-14
328,27.93253622312693,2.4163445536127578e-11,35.74493158984498,2.4715762383741717e-12
329,38.47212325330405,5.281117697346256e-16,35.63721911641737,2.4716079577385467e-12
330,37.59792158344851,1.2930435253115276e-15,35.652305580437805,2.4714022606805074e-12
331,39.8757386176888,2.7485430923101275e-16,35.92617789110082,2.470931038448343e-12
332,35.85260343396041,1.5646773829420954e-14,35.835779096920035,2.4719221957166773e-12
333,40.558097217010065,1.0639060682582864e-16,36.66488466369949,2.4215205830865826e-12
334,41.12431671253464,7.660654541492936e-17,37.16449375626327,2.4203862976864976e-12
335,35.73159223278469,1.727794271491099e-14,37.20908363343291,2.420552489358851e-12
336,41.622356811054004,4.68939404527405e-17,37.77051736877199,2.4199641664719804e-12
337,38.748449280177994,6.108258398875525e-16,37.751573536509014,2.419930697920877e-12
338,38.76881677932777,3.585177981494404e-16,38.835201592129096,3.62199608793396e-15
339,43.9785658717813,3.361746725811069e-18,39.38584585397682,3.569521085633079e-15
340,42.24059781551818,1.6547180624812557e-17,39.85011347718379,3.4418714511644074e-15
341,40.443860095074406,1.0493228925533802e-16,39.906925624922344,3.4248792491668397e-15
342,43.9749243685896,3.0258989280857122e-18,40.71915771838526,1.8605044561175526e-15
